%entailment_judgment	sentence_A	sentence_B	relatedness_score	pair_ID
NEUTRAL	 ( ( ( ( ( Two ( large dogs ) ) , ) ( ( ( a ( light ( colored one ) ) ) and ) ( a ( dark one ) ) ) ) , ) ( are ( sleeping ( on ( a ( snowy terrain ) ) ) ) ) ) 	 ( ( Two dogs ) ( are ( leaping ( through ( snowy ( ( grass and ) rocks ) ) ) ) ) ) 	2.4	8375
ENTAILMENT	 ( ( ( ( ( ( ( The girl ) , ) ( who ( is little ) ) ) , ) swinging:is_swinging ) and ) ( woman:the_woman ( is ( standing behind ) ) ) ) 	 ( ( ( ( The ( little girl ) ) swinging:is_swinging ) and ) ( woman:the_woman ( is ( standing ( behind her ) ) ) ) ) 	4.9	7445
ENTAILMENT	 ( ( Three women ) dancing:are_dancing ) 	 ( ( A ( few women ) ) dancing:are_dancing ) 	4.6	2566
NEUTRAL	 ( man:A_man ( ( ( is ( standing a:near_a_bike ) ) and ) ( is ( writing ( on ( a ( piece paper ) ) ) ) ) ) ) 	 ( man:A_man ( ( ( is ( sitting a:near_a_bike ) ) and ) ( is ( writing ( a note ) ) ) ) ) 	3.6	394
ENTAILMENT	 ( ( child:A_child ( in ( light ( colored clothing ) ) ) ) standing:is_standing_with_his_arms_extended_outward ) 	 ( ( child:A_child ( in ( clothing ( which ( is ( light colored ) ) ) ) ) ) standing:is_standing_with_his_arms_extended_outward ) 	5	7018
ENTAILMENT	 ( man:The_man ( is ( lifting barbells ) ) ) 	 ( man:The_man ( is ( lifting weights ) ) ) 	4.3	2898
NEUTRAL	 ( woman:A_woman ( is ( taking ( ( a mixture ) ( out ( of ( a bowl ) ) ) ) ) ) ) 	 ( woman:A_woman ( is ( preparing ( ( an egg ) ( in ( a skillet ) ) ) ) ) ) 	2.7	2822
NEUTRAL	 ( ( A boy ) ( is ( ( filling ( a pitcher ) ) ( with water ) ) ) ) 	 ( ( A woman ) ( is ( ( collecting ( the water ) ) ( from ( ( a tap ) ( in ( a mug ) ) ) ) ) ) ) 	2.7	3661
ENTAILMENT	 ( man:A_man ( is ( practicing drum:the_drum ) ) ) 	 ( man:A_man ( is ( playing drum:the_drum ) ) ) 	4.6	3586
NEUTRAL	 ( ( A waterfall ) ( is ( flowing ( into ( a ( shallow pool ) ) ) ) ) ) 	 ( ( The people ) ( are ( ( walking ( on ( the road ) ) ) ( beside ( a ( beautiful waterfall ) ) ) ) ) ) 	2.3	6394
ENTAILMENT	 ( man:A_man_and_a_woman ( are ( ( walking together ) ( through ( the woods ) ) ) ) ) 	 ( man:A_man_and_a_woman ( are ( hiking ( through ( a ( wooded area ) ) ) ) ) ) 	4.3	1190
NEUTRAL	 ( ( A ( white man ) ) walking:is_walking_next_to_a_building_in_a_big_city ) 	 ( ( A ( black man ) ) walking:is_walking_next_to_a_building_in_a_big_city ) 	3.3	8389
NEUTRAL	 ( man:A_man ( is ( flooring ( a ( sitting ( guitar player ) ) ) ) ) ) 	 ( man:A_man ( is ( ( ( sitting ( on ( ( the floor ) ( in ( a room ) ) ) ) ) and ) ( strumming ( a guitar ) ) ) ) ) 	2.3	3107
NEUTRAL	 ( ( Three ( young men ) ) ( ( are furiously ) ( ( ( ( running , ) jumping ) and ) ( kicking ( near ( a ( vending machine ) ) ) ) ) ) ) 	 ( ( Three men ) ( are ( ( jumping off ) ( a wall ) ) ) ) 	2.5	1470
NEUTRAL	 ( dog:A_dog ( is ( leaving ( ball:a_ball ( in ( the dirt ) ) ) ) ) ) 	 ( dog:A_dog ( is ( ( chasing ball:a_ball ) ( through dirt ) ) ) ) 	3.7	5955
NEUTRAL	 ( group:A_group_of_people ( are marching ) ) 	 ( group:A_group_of_people ( are ( dancing ( in ( a show ) ) ) ) ) 	2.3	5540
NEUTRAL	 ( ( ( The microphone ) ( in ( front ( of ( the ( talking parrot ) ) ) ) ) ) ( is ( being muted ) ) ) 	 ( ( The parrot ) ( is ( talking ( into ( the microphone ) ) ) ) ) 	4	1861
ENTAILMENT	 ( woman:A_woman ( is ( using ( machine:a_machine ( made ( for sewing ) ) ) ) ) ) 	 ( woman:A_woman ( is ( sewing ( with machine:a_machine ) ) ) ) 	4.8	2166
ENTAILMENT	 ( ( The woman ) ( is ( slicing ( cooked octopus ) ) ) ) 	 ( ( A woman ) ( is ( ( chopping up ) ( an octopus ) ) ) ) 	4.4	4288
NEUTRAL	 ( ( A ( snow ball ) ) ( is ( being ( made ( by ( a child ) ) ) ) ) ) 	 ( ( ( A kid ) ( in orange ) ) ( is ( ( playing outside ) ( with ( a snowball ) ) ) ) ) 	3.3	6729
ENTAILMENT	 ( man:A_man ( is ( rowing ( a canoe ) ) ) ) 	 ( man:A_man ( is ( rowing ( a boat ) ) ) ) 	4.2	5806
NEUTRAL	 ( ( The elephant ) ( is ( being ( ridden ( by ( the woman ) ) ) ) ) ) 	 ( ( A person ) ( is ( slicing ( some mushrooms ) ) ) ) 	1	9763
ENTAILMENT	 ( woman:A_woman ( is ( slicing ( ( a pepper ) ( which ( is green ) ) ) ) ) ) 	 ( woman:A_woman ( is ( slicing ( a ( green pepper ) ) ) ) ) 	4.8	3812
NEUTRAL	 ( ( ( A group ) ( of people ) ) ( is ( ( ( holding drinks ) and ) ( pointing ( at ( the camera ) ) ) ) ) ) 	 ( ( A man ) ( is ( playing ( an ( electric guitar ) ) ) ) ) 	1	9788
NEUTRAL	 ( ( The man ) sprinkling:is_sprinkling_cheese_on_the_pizza ) 	 ( ( The cook ) sprinkling:is_sprinkling_cheese_on_the_pizza ) 	4	5698
ENTAILMENT	 ( ( A ( young mother ) ) ( is ( playing ( with ( ( her boy ) ( in park:the_park ) ) ) ) ) ) 	 ( ( A ( young boy ) ) ( is ( playing ( in ( park:the_park ( with ( his mother ) ) ) ) ) ) ) 	4.5	7677
NEUTRAL	 ( ( ( A boy ) ( in ( a ( white t-shirt ) ) ) ) ( is ( splashing ( in ( shallow water ) ) ) ) ) 	 ( ( A girl ) ( is ( running ( through ( ( the water ) ( at ( the beach ) ) ) ) ) ) ) 	2.3	7950
NEUTRAL	 ( woman:A_woman ( is ( ( putting away ) carrots ) ) ) 	 ( woman:A_woman ( is ( coating ( ( a pork ) chop ) ) ) ) 	1.7	3291
ENTAILMENT	 ( ( Two ( sumo wrestlers ) ) fighting:are_fighting ) 	 ( ( Two ( sumo ringers ) ) fighting:are_fighting ) 	4	5113
ENTAILMENT	 ( surfer:A_surfer ( is ( surfing ( a ( huge wave ) ) ) ) ) 	 ( surfer:A_surfer ( is ( surfing ( a ( big wave ) ) ) ) ) 	4.9	9359
NEUTRAL	 ( man:A_man ( is ( slicing ( a tomato ) ) ) ) 	 ( man:A_man ( is ( slicing ( a bun ) ) ) ) 	3.6	1232
NEUTRAL	 ( ( young:A_young_girl ( in blue:a_blue_shirt ) ) ( is ( ( on:walking_on_the_sidewalk and ) ( up:holding_up pink:a_pink_sign ) ) ) ) 	 ( ( young:A_young_girl ( by pink:a_pink_sign ) ) ( ( ( is ( up:holding_up blue:a_blue_shirt ) ) and ) ( is on:walking_on_the_sidewalk ) ) ) 	3.4	6005
NEUTRAL	 ( man:A_man ( is scared ) ) 	 ( man:A_man ( is screaming ) ) 	3.6	1396
ENTAILMENT	 ( ( A ( young girl ) ) ( wearing:is_wearing_a_blue_patterned_swim_suit_,_a_black_and_yellow_swim_cap_and ( has ( swimming:blue_swimming_goggles ( on ( her head ) ) ) ) ) ) 	 ( ( A ( little girl ) ) ( wearing:is_wearing_a_blue_patterned_swim_suit_,_a_black_and_yellow_swim_cap_and ( has ( swimming:blue_swimming_goggles ( on ( the head ) ) ) ) ) ) 	4.8	8057
NEUTRAL	 ( men:Two_men ( are ( outside cattle:a_cattle_pen ) ) ) 	 ( men:Two_men ( are ( fighting ( in cattle:a_cattle_pen ) ) ) ) 	3	2936
NEUTRAL	 ( dogs:Two_dogs ( are ( running ( through water ) ) ) ) 	 ( dogs:Two_dogs ( are ( running ( through ( high grass ) ) ) ) ) 	3.335	8220
ENTAILMENT	 ( ( man:A_man ( in ( a ( black jersey ) ) ) ) standing:is_standing_in_a_gym ) 	 ( man:A_man ( ( standing:is_standing_in_a_gym and ) ( is ( wearing ( a jersey ) ) ) ) ) 	4.5	9136
NEUTRAL	 ( ( One man ) ( is ( ( climbing ( a cliff ) ) ( with ( a rope ) ) ) ) ) 	 ( ( ( A person ) ( with ( pink ( climbing gear ) ) ) ) ( roped ( the rock ) ) ) 	3.3	647
CONTRADICTION	 ( woman:A_woman ( is ( and:dancing_and_singing ( with ( other women ) ) ) ) ) 	 ( woman:A_woman ( is ( and:dancing_and_singing alone ) ) ) 	3.285	1236
NEUTRAL	 ( man:A_man ( is ( parking ( car:a_car ( in ( a garage ) ) ) ) ) ) 	 ( man:A_man ( is ( getting ( into car:a_car ) ) ) ) 	3.4	2679
ENTAILMENT	 ( dogs:Two_dogs ( are ( playing ( by ( a tree ) ) ) ) ) 	 ( dogs:Two_dogs ( are ( playing ( by ( a plant ) ) ) ) ) 	4.6	211
NEUTRAL	 ( man:A_man ( ( is carelessly ) ( holding ( a frog ) ) ) ) 	 ( man:A_man ( is ( emptying ( ( a container ) ( made ( of plastic ) ) ) ) ) ) 	1.1	1711
NEUTRAL	 ( ( A man ) ( ( is lazily ) ( ( walking down ) ( a road ) ) ) ) 	 ( ( The man ) ( is ( ( walking ( along ( a path ) ) ) ( through ( the wilderness ) ) ) ) ) 	3.285	3862
NEUTRAL	 ( ( Two ( young girls ) ) ( are ( ( ( wearing hats ) and ) ( ( sticking ( their tongues:colored_tongues ) ) out ) ) ) ) 	 ( ( Two kids ) ( are ( ( sticking out ) ( ( ( blue and ) green ) tongues:colored_tongues ) ) ) ) 	3.6	9056
NEUTRAL	 ( ( A man ) ( is ( packing guitar:the_guitar ) ) ) 	 ( ( The man ) ( is ( ( ( singing and ) playing ) guitar:the_guitar ) ) ) 	3.4	3910
NEUTRAL	 ( ( ( A ( little child ) ) ( in ( a ( pink sweater ) ) ) ) ( is ( climbing ( a ( concrete staircase ) ) ) ) ) 	 ( ( A ( small child ) ) ( is ( outdoors ( climbing ( steps ( in ( a ( grassy area ) ) ) ) ) ) ) ) 	3.5	6709
ENTAILMENT	 ( ( The person ) scrubbing:is_scrubbing_a_zucchini ) 	 ( ( A person ) scrubbing:is_scrubbing_a_zucchini ) 	5	3790
NEUTRAL	 ( ( An onion ) ( is ( being ( sliced ( by ( a woman ) ) ) ) ) ) 	 ( ( The woman ) ( is ( cutting ( a carrot ) ) ) ) 	2.4	2932
CONTRADICTION	 ( ( A surfer ) ( is ( ( riding ( a ( big wave ) ) ) ( across ( dark ( green water ) ) ) ) ) ) 	 ( ( The surfer ) ( is ( riding ( a ( small wave ) ) ) ) ) 	3.9	7772
NEUTRAL	 ( ( A bicyclist ) ( is ( ( holding ( ( a bike ) ( over ( his head ) ) ) ) ( in ( group:a_group ( of people ) ) ) ) ) ) 	 ( ( A cyclist ) ( is ( being ( held ( over ( ( the heads ) ( of ( group:a_group ( of ( people ( with ( the bike ) ) ) ) ) ) ) ) ) ) ) ) 	3.4	6203
NEUTRAL	 ( ( ( A ( young woman ) ) ( with ( ( Indian ( ( clothing and ) henna ) ) ( on ( her hand ) ) ) ) ) ( is ( going ( through paperwork ) ) ) ) 	 ( ( A woman ) ( is ( wearing ( ( ( a ( colorful shirt ) ) and ) ( ( a lot ) ( of jewelry ) ) ) ) ) ) 	2.4	9125
NEUTRAL	 ( ( An officer ) ( is ( talking ( to ( the recruits ) ) ) ) ) 	 ( Recruits ( are ( talking ( to ( an officer ) ) ) ) ) 	3.7	4934
ENTAILMENT	 ( girl:A_girl_in_blue_sweater ( holding:is_holding_a_multicolor_toy_and ( is ( sitting ( on ( shoulders:the_shoulders ( of ( ( an ( old man ) ) grey:with_grey_hair ) ) ) ) ) ) ) ) 	 ( girl:A_girl_in_blue_sweater ( holding:is_holding_a_multicolor_toy_and ( is ( sitting ( on ( shoulders:the_shoulders ( of ( ( a man ) grey:with_grey_hair ) ) ) ) ) ) ) ) 	4.6	8471
ENTAILMENT	 ( hiker:A_hiker ( on:is_on_top_of_the_mountain_and ( is ( doing ( a ( joyful dance ) ) ) ) ) ) 	 ( hiker:A_hiker ( on:is_on_top_of_the_mountain_and ( is dancing ) ) ) 	4.7	253
ENTAILMENT	 ( man:A_man ( is ( playing guitar:a_guitar ) ) ) 	 ( man:A_man ( is ( strumming guitar:a_guitar ) ) ) 	4.9	1495
NEUTRAL	 ( ( A ( young ( , ( topless woman ) ) ) ) ( is ( covered ( in paint ) ) ) ) 	 ( ( Some instruments ) ( are ( being ( played ( by ( a band ) ) ) ) ) ) 	1	9838
NEUTRAL	 ( ( A child ) ( is ( experiencing ( a ( new world ) ) ) ) ) 	 ( ( ( A boy ) ( under ( an umbrella ) ) ) ( is ( being ( held ( by ( ( his father ) ( who ( is ( wearing ( a ( blue coat ) ) ) ) ) ) ) ) ) ) ) 	1.5	7734
NEUTRAL	 ( ( A flute ) ( is ( being ( played ( by ( a man ) ) ) ) ) ) 	 ( ( The adult ) ( is ( playing ( ( the guitar ) loudly ) ) ) ) 	2.4	1807
NEUTRAL	 ( man:A_man ( is spitting ) ) 	 ( man:A_man ( is ( talking ( on ( the radio ) ) ) ) ) 	1.7	1443
ENTAILMENT	 ( Garlic ( is ( being ( chopped ( by ( a woman ) ) ) ) ) ) 	 ( ( A woman ) ( is ( chopping garlic ) ) ) 	4.7	4963
NEUTRAL	 ( ( A man ) ( is ( ( standing ( on ( ( the top ) ( of ( the rocks ) ) ) ) ) ( with ( clouds ( behind them ) ) ) ) ) ) 	 ( Somebody ( is ( standing ( on ( a ( mountain top ) ) ) ) ) ) 	3.1	7374
NEUTRAL	 ( ( ( ( ( dog:A_dog ( next ( to ( a tree ) ) ) ) , ) ( which ( ( is probably ) ( a pine ) ) ) ) , ) ( is ( biting ( a bucket ) ) ) ) 	 ( ( dog:A_dog ( which ( is ( ( furry and ) black ) ) ) ) ( ( ( is ( in ( a ( back yard ) ) ) ) and ) ( is ( carrying ( ( a basket ) ( in ( its mouth ) ) ) ) ) ) ) 	2.785	698
ENTAILMENT	 ( ( ( The group ) people:of_people ) standing:is_standing_together_and_looking_at_the_camera ) 	 ( ( ( A group ) people:of_people ) standing:is_standing_together_and_looking_at_the_camera ) 	5	7093
NEUTRAL	 ( ( A ( young child ) ) ( is ( splashing ( in water:the_water ) ) ) ) 	 ( ( The ( small child ) ) ( ( ( is ( walking ( through water:the_water ) ) ) and ) ( is ( being ( guided ( by ( another person ) ) ) ) ) ) ) 	3.4	6042
NEUTRAL	 ( ( Two dogs ) ( are ( playing ( in ( a forest ) ) ) ) ) 	 ( ( A ( brown dog ) ) ( is ( running ( after ( ( a ( black dog ) ) ( on ( a ( rocky shore ) ) ) ) ) ) ) ) 	2.3	9029
ENTAILMENT	 ( yellow:A_yellow_dog ( is ( running ( on ( snow:white_snow ( on ( a ( very day:sunny_day ) ) ) ) ) ) ) ) 	 ( yellow:A_yellow_dog ( is ( running ( on ( snow:white_snow ( on ( a day:sunny_day ) ) ) ) ) ) ) 	4.6	6315
NEUTRAL	 ( ( Four athletes ) ( are ( with ( ( a woman ) ( in ( a ( crowded stadium ) ) ) ) ) ) ) 	 ( ( ( A person ) ( in ( a ( pink jacket ) ) ) ) ( is ( running ( onto ( the field ) ) ) ) ) 	2	7932
NEUTRAL	 ( ( The woman ) ( is ( holding ( a ( whole tomato ) ) ) ) ) 	 ( Someone ( is ( cutting ( a tomato ) ) ) ) 	3.5	2402
NEUTRAL	 ( ( Two ( sumo ringers ) ) ( are fighting ) ) 	 ( ( A man ) ( is ( riding ( ( a ( water toy ) ) ( in ( the water ) ) ) ) ) ) 	1	5119
ENTAILMENT	 ( ( ( A group ) ( of people ) ) ( is singing ) ) 	 ( ( Some people ) ( are singing ) ) 	4.7	2476
ENTAILMENT	 ( flute:A_flute ( is ( being ( ( played ( in ( a ( lovely way ) ) ) ) a:by_a_girl ) ) ) ) 	 ( flute:A_flute ( is ( being ( played a:by_a_girl ) ) ) ) 	4.6	1754
NEUTRAL	 ( ( A woman ) ( is ( ( pouring ingredients ) ( into ( a bowl ) ) ) ) ) 	 ( ( The chef ) ( is ( seasoning ( the oil ) ) ) ) 	3.1	5909
ENTAILMENT	 ( ( ( Two kids ) ( are ( ( looking up ) ( at ( camera:the_camera_and one ) ) ) ) ) ( is ( ( sticking out ) tongue:his_tongue ) ) ) 	 ( ( A ( little boy ) ) ( is ( ( ( sticking tongue:his_tongue ) out ) ( for ( ( camera:the_camera_and ( another boy ) ) ( is ( looking on ) ) ) ) ) ) ) 	4.4	9747
NEUTRAL	 ( ( Two teams ) ( are ( competing ( in ( a ( football match ) ) ) ) ) ) 	 ( ( A player ) ( is ( throwing ( the ball ) ) ) ) 	2.9	116
NEUTRAL	 ( ( A woman ) ( is ( playing ( the flute ) ) ) ) 	 ( ( A man ) ( is ( playing ( a flute ) ) ) ) 	3.7	5461
NEUTRAL	 ( woman:A_woman ( is ( tapping fingers:her_fingers ) ) ) 	 ( woman:A_woman ( is ( ( resting fingers:her_fingers ) ( on ( a table ) ) ) ) ) 	3.1	2231
NEUTRAL	 ( ingredients:Some_ingredients ( are ( being ( ( mixed a:in_a_bowl ) a:by_a_person ) ) ) ) 	 ( ingredients:Some_ingredients ( are ( being ( ( separated a:in_a_bowl ) a:by_a_person ) ) ) ) 	4.6	1628
NEUTRAL	 ( monkey:A_monkey ( is ( ( teasing ( a dog ) ) ( at ( the zoo ) ) ) ) ) 	 ( monkey:A_monkey ( is ( pulling ( ( a ( dog 's ) ) tail ) ) ) ) 	4.4	4814
ENTAILMENT	 ( ( ( The food ) ( on ( the trays ) ) ) ( is ( being ( eaten ( by ( the kittens ) ) ) ) ) ) 	 ( ( A ( few kittens ) ) ( are eating ) ) 	4.2	1881
NEUTRAL	 ( ( A man ) ( is ( doing pull-ups ) ) ) 	 ( ( The man ) ( is ( doing ( exercises ( in ( a gym ) ) ) ) ) ) 	4	4891
NEUTRAL	 ( ( A ( grey dog ) ) ( is ( ( bouncing ( a ( soccer ball ) ) ) ( on ( ( its head ) ( in ( a ( grass field ) ) ) ) ) ) ) ) 	 ( ( ( A dog ) ( with ( a ( blue collar ) ) ) ) ( is ( playing ( with ( the ( ball outside ) ) ) ) ) ) 	3.4	9102
NEUTRAL	 ( ( A girl ) ( is ( practicing ( the piano ) ) ) ) 	 ( ( A ( little girl ) ) ( is ( ( playing ( a ( grand piano ) ) ) ( on stage ) ) ) ) 	3.8	2842
NEUTRAL	 ( ( A woman ) ( is exercising ) ) 	 ( ( A person ) ( is dancing ) ) 	3	4866
NEUTRAL	 ( ( ( ( woman:A_woman , ) ( who ( is old ) ) ) , ) ( is ( near ( a ( white dog ) ) ) ) ) 	 ( ( ( woman:A_woman and ) ( a dog ) ) ( are ( sitting ( on ( a ( tree stump ) ) ) ) ) ) 	3.1	780
NEUTRAL	 ( ( A woman ) ( is ( riding ( a horse ) ) ) ) 	 ( ( A man ) ( is ( opening ( ( a ( small package ) ) ( that ( contains headphones ) ) ) ) ) ) 	1	1102
ENTAILMENT	 ( girl:The_girl ( has ( hair:red_hair_and_eyebrows_,_several_piercings_in_a_ear_and ( ( a drawing ) the:on_the_back ) ) ) ) 	 ( girl:The_girl ( has ( hair:red_hair_and_eyebrows_,_several_piercings_in_a_ear_and ( ( a tattoo ) the:on_the_back ) ) ) ) 	4.4	8138
NEUTRAL	 ( ( One man ) ( is ( sitting ( on ( the chair ) ) ) ) ) 	 ( ( ( ( ( The girl ) , ) ( who ( is little ) ) ) , ) ( is ( ruffling ( her hair ) ) ) ) 	1	1847
NEUTRAL	 ( ( A woman ) buttering:is_buttering_a_piece_of_bread ) 	 ( ( A man ) buttering:is_buttering_a_piece_of_bread ) 	3.5	5148
NEUTRAL	 ( ( group:A_group ( of boys ) ) playing:is_playing_soccer_on_the_beach ) 	 ( ( group:A_group ( of men ) ) playing:is_playing_soccer_on_the_beach ) 	4.4	4707
ENTAILMENT	 ( man:A_man_in_a_white_shirt_and_sunglasses_and_a_man_in_a_black_shirt_and_sunglasses ( are ( sitting ( at ( table:a_table ( with ( four ( beer bottles ) ) ) ) ) ) ) ) 	 ( man:A_man_in_a_white_shirt_and_sunglasses_and_a_man_in_a_black_shirt_and_sunglasses ( are ( sitting ( at ( table:a_table ( with ( ( four bottles ) ( of beer ) ) ) ) ) ) ) ) 	4.9	7477
ENTAILMENT	 ( ( The woman ) ( is ( ( putting pasta ) a:into_a_dish ) ) ) 	 ( Pasta ( is ( being ( ( put a:into_a_dish ) ( by ( a woman ) ) ) ) ) ) 	5	5203
NEUTRAL	 ( ( ( Two dogs ) ( of ( different breeds ) ) ) ( are ( looking ( at ( ( each other ) ( across ( a street ) ) ) ) ) ) ) 	 ( ( One ( white dog ) ) ( is ( staring ( at ( the ( black street ) ) ) ) ) ) 	3.4	687
ENTAILMENT	 ( skateboarder:A_skateboarder ( is ( ( jumping off ) ramp:a_ramp ) ) ) 	 ( skateboarder:A_skateboarder ( is ( ( making ( a jump ) ) ( off ramp:a_ramp ) ) ) ) 	4.8	8678
NEUTRAL	 ( ( An ( elegant woman ) ) ( ( ( ( is inside ) ( ( a crowd ) ( of people ) ) ) and ) ( is ( looking down ) ) ) ) 	 ( ( An ( Asian woman ) ) ( is ( holding ( a ( fur scarf ) ) ) ) ) 	2.2	7938
ENTAILMENT	 ( ( One man ) ( is ( ( running down ) ( the road ) ) ) ) 	 ( ( A man ) ( is running ) ) 	4.4	2430
ENTAILMENT	 ( ( ( ( ( A child ) , ) ( who ( is small ) ) ) , ) ( ( is outdoors ) ( ( climbing ( steps outdoors ) ) ( in ( ( an area ) ( full ( of grass ) ) ) ) ) ) ) 	 ( ( A ( small child ) ) ( is ( outdoors ( climbing ( steps ( in ( a ( grassy area ) ) ) ) ) ) ) ) 	4.9	6705
NEUTRAL	 ( ( The men ) talking:are_talking ) 	 ( ( Some ( old women ) ) talking:are_talking ) 	3	4429
NEUTRAL	 ( cat:The_cat ( is ( out:looking_out ( window:the_window ( at ( table:the_table ( on ( the perch ) ) ) ) ) ) ) ) 	 ( ( cat:The_cat ( perched ( on table:the_table ) ) ) ( is ( out:looking_out window:the_window ) ) ) 	4.1	3485
NEUTRAL	 ( ( A ( young girl ) ) ( is ( standing ( on ( one leg ) ) ) ) ) 	 ( ( A ( young female ) ) ( is dancing ) ) 	3.3	6590
NEUTRAL	 ( People ( are ( ( ( riding and ) paddling ) raft:a_raft ) ) ) 	 ( ( Four people ) ( are ( floating ( on raft:a_raft ) ) ) ) 	4.2	2527
NEUTRAL	 ( ( A ( football player ) ) ( is ( wearing ( black armbands ) ) ) ) 	 ( ( An ( American footballer ) ) ( is ( wearing ( the ( ( ( red and ) white ) strip ) ) ) ) ) 	2.4	7410
ENTAILMENT	 ( cat:The_cat ( is ( playing ( passionately a:with_a_watermelon ) ) ) ) 	 ( cat:The_cat ( is ( playing a:with_a_watermelon ) ) ) 	4.7	2284
NEUTRAL	 ( ( A man ) ( is ( ( ( squatting ( in brush ) ) and ) ( taking ( a photo ) ) ) ) ) 	 ( ( ( A girl ) ( in ( ( gold and ) purple ) ) ) ( is ( holding ( a ( rainbow afghan ) ) ) ) ) 	1	9789
ENTAILMENT	 ( person:A_person ( is ( ( pouring oil ) ( for ( cooking a:into_a_pot ) ) ) ) ) 	 ( person:A_person ( is ( ( pouring ( cooking oil ) ) a:into_a_pot ) ) ) 	5	2772
NEUTRAL	 ( ( A ( skilled person ) ) ( is ( riding ( ( a bicycle ) ( on ( one wheel ) ) ) ) ) ) 	 ( ( ( A person ) ( in ( a ( black jacket ) ) ) ) ( is ( ( doing tricks ) ( on ( a motorbike ) ) ) ) ) 	3.4	24
NEUTRAL	 ( ( young:A_young_girl ( in blue:a_blue_shirt ) ) ( is ( ( on:walking_on_the_sidewalk and ) ( up:holding_up pink:a_pink_sign ) ) ) ) 	 ( ( young:A_young_girl ( by pink:a_pink_sign ) ) ( ( ( is ( up:holding_up blue:a_blue_shirt ) ) and ) ( is on:walking_on_the_sidewalk ) ) ) 	3.4	6005
ENTAILMENT	 ( ( A ( large ( green ball ) ) ) hitting:is_hitting_a_potato ) 	 ( ( A ( large ( green ( colored ball ) ) ) ) hitting:is_hitting_a_potato ) 	4.8	2967
NEUTRAL	 ( ( The ( little boy ) ) ( is ( ( ( sticking tongue:his_tongue ) out ) ( for ( ( camera:the_camera_and ( another boy ) ) ( is ( looking on ) ) ) ) ) ) ) 	 ( ( ( Two ( young boys ) ) ( are ( ( looking up ) ( at ( camera:the_camera_and one ) ) ) ) ) ( is ( ( sticking out ) tongue:his_tongue ) ) ) 	4.4	9745
ENTAILMENT	 ( ( ( ( ( A woman ) , ) ( who ( is seated ) ) ) , ) singing:is_singing_a_song_and_playing_the_guitar ) 	 ( ( A ( seated woman ) ) singing:is_singing_a_song_and_playing_the_guitar ) 	5	2722
ENTAILMENT	 ( ( A woman ) ( is ( slicing ( an octopus ) ) ) ) 	 ( ( An octopus ) ( is ( being ( sliced ( by ( a woman ) ) ) ) ) ) 	5	5374
ENTAILMENT	 ( yellow:A_yellow_dog ( is ( running ( on ( snow:white_snow ( on ( a ( very day:sunny_day ) ) ) ) ) ) ) ) 	 ( yellow:A_yellow_dog ( is ( running ( on ( snow:white_snow ( on ( a day:sunny_day ) ) ) ) ) ) ) 	4.6	6315
NEUTRAL	 ( little:A_little_brown_and_white_dog ( is ( running ( on ( the sidewalk ) ) ) ) ) 	 ( little:A_little_brown_and_white_dog ( is ( running ( on ( the road ) ) ) ) ) 	3.7	9169
NEUTRAL	 ( woman:A_woman ( is ( combing hair:her_hair ) ) ) 	 ( woman:A_woman ( is ( arranging hair:her_hair ) ) ) 	4.1	1177
ENTAILMENT	 ( woman:A_woman ( is ( cutting ( a lemon ) ) ) ) 	 ( woman:A_woman ( is ( cutting fruit ) ) ) 	4.2	5498
NEUTRAL	 ( woman:A_woman ( is ( ( chopping up ) garlic ) ) ) 	 ( woman:A_woman ( is ( ( putting away ) ( the garlic ) ) ) ) 	3.6	3505
NEUTRAL	 ( man:A_man ( is ( praying fervently ) ) ) 	 ( man:A_man ( is dancing ) ) 	1.7	4196
ENTAILMENT	 ( ( The woman ) ( is ( slicing ( cooked octopus ) ) ) ) 	 ( ( A woman ) ( is ( ( chopping up ) ( an octopus ) ) ) ) 	4.4	4288
NEUTRAL	 ( ( man:A_man ( in blue ) ) ( is ( riding ( ( a horse ) ( on ( a ( dirt road ) ) ) ) ) ) ) 	 ( ( man:A_man ( in ( a ( blue ( cowboy hat ) ) ) ) ) ( is ( riding ( a ( white horse ) ) ) ) ) 	3.9	7877
NEUTRAL	 ( ( ( The group ) ( of ( dim people ) ) ) ( is ( sitting ( in ( a room ) ) ) ) ) 	 ( ( ( ( A man ) and ) ( ( two women ) ( in ( a ( darkened room ) ) ) ) ) ( are ( sitting ( at ( ( a table ) ( with candles ) ) ) ) ) ) 	2.5	7475
NEUTRAL	 ( ( An ( Asian man ) ) ( is ( ( ( dancing and ) ( three kids ) ) ( are looking ) ) ) ) 	 ( ( ( The children ) ( of ( a family ) ) ) ( are ( ( playing and ) waiting ) ) ) 	1.9	236
NEUTRAL	 ( ( ( A man ) ( in ( blue jeans ) ) ) ( is ( ( standing ( in ( front ( of ( ( a group ) ( of children ) ) ) ) ) ) ( beside ( ( a stone ) ( built house ) ) ) ) ) ) 	 ( ( A lady ) ( ( ( is ( standing ( on ( the street ) ) ) ) and ) ( is ( surrounded ( by ( school children ) ) ) ) ) ) 	2	9200
