%entailment_judgment	sentence_A	sentence_B	relatedness_score	pair_ID
CONTRADICTION	 ( There ( is ( ( no woman ) an:playing_an_electric_guitar ) ) ) 	 ( ( A woman ) ( is an:playing_an_electric_guitar ) ) 	4.2	2998
CONTRADICTION	 ( There ( is ( ( no man ) ( in ( suit:a_suit at:standing_at_a_microphone_and_singing ) ) ) ) ) 	 ( ( ( A man ) ( in suit:a_suit ) ) ( is at:standing_at_a_microphone_and_singing ) ) 	3.1	3005
CONTRADICTION	 ( man:The_man_on_stage ( is into:singing_into_the_microphone ) ) 	 ( man:The_man_on_stage ( ( is n't ) into:singing_into_the_microphone ) ) 	3.5	3007
NEUTRAL	 ( ( ( The man ) ( on stage ) ) ( ( is n't ) ( singing ( into ( the microphone ) ) ) ) ) 	 ( ( ( A man ) ( in ( a suit ) ) ) ( is ( standing ( at ( a ( ( microphone and ) singing ) ) ) ) ) ) 	3.3	3010
ENTAILMENT	 ( ( ( A man ) ( in ( a suit ) ) ) ( is ( standing ( at ( a ( ( microphone and ) singing ) ) ) ) ) ) 	 ( ( ( The man ) ( on stage ) ) ( is ( singing ( into ( the microphone ) ) ) ) ) 	4.3	3014
ENTAILMENT	 ( ( Some ( teenage girls ) ) dancing:are_dancing_for_the_camera ) 	 ( ( ( Some girls ) ( in ( their teens ) ) ) dancing:are_dancing_for_the_camera ) 	4.6	3015
NEUTRAL	 ( teenage:Some_teenage_girls ( are ( dancing ( for camera:the_camera ) ) ) ) 	 ( teenage:Some_teenage_girls ( are ( ( standing still ) ( in ( front ( of camera:the_camera ) ) ) ) ) ) 	3.5	3016
NEUTRAL	 ( teenage:Three_teenage_girls ( are ( dancing the:in_the_room ) ) ) 	 ( teenage:Three_teenage_girls ( are ( idling the:in_the_room ) ) ) 	3.5	3018
NEUTRAL	 ( ( Three ( young girls ) ) ( are ( dancing ( in ( the room ) ) ) ) ) 	 ( ( Some ( teenage girls ) ) ( are ( dancing ( for ( the camera ) ) ) ) ) 	3.7	3019
NEUTRAL	 ( ( Three girls:teenage_girls ) ( are ( dancing ( in ( the room ) ) ) ) ) 	 ( ( Some girls:teenage_girls ) ( are ( ( standing still ) ( in ( front ( of ( the camera ) ) ) ) ) ) ) 	2.1	3022
ENTAILMENT	 ( ( A ( few children ) ) jumping:are_jumping_on_a_trampoline ) 	 ( ( Some children ) jumping:are_jumping_on_a_trampoline ) 	4.6	3024
CONTRADICTION	 ( ( Two boy ) ( are on:playing_on_a_trampoline ) ) 	 ( Nobody ( is on:playing_on_a_trampoline ) ) 	3.8	3027
NEUTRAL	 ( ( Some children ) ( are ( ( jumping off ) trampoline:a_trampoline ) ) ) 	 ( ( Two boy ) ( are ( playing ( on trampoline:a_trampoline ) ) ) ) 	4.1	3031
CONTRADICTION	 ( ( The dog ) ( is with:playing_with_a_plastic_container ) ) 	 ( ( The puppy ) ( ( is not ) with:playing_with_a_plastic_container ) ) 	3.8	3038
ENTAILMENT	 ( ( The puppy ) playing:is_playing_with_a_plastic_container ) 	 ( ( The dog ) playing:is_playing_with_a_plastic_container ) 	4.4	3039
ENTAILMENT	 ( ( The puppy ) playing:is_playing_with_a_plastic_container ) 	 ( ( The dog ) playing:is_playing_with_a_plastic_container ) 	4.4	3041
ENTAILMENT	 ( man:A_man ( ( is athletically ) a:jumping_a_wall ) ) 	 ( man:A_man ( is a:jumping_a_wall ) ) 	4.5	3042
NEUTRAL	 ( man:A_man ( is ( jumping wall:a_wall ) ) ) 	 ( man:A_man ( is ( standing ( in ( front ( of wall:a_wall ) ) ) ) ) ) 	3.1	3043
NEUTRAL	 ( man:A_man ( is ( jumping wall:a_wall ) ) ) 	 ( man:A_man ( is ( jumping ( onto ( wall:a_wall ( which ( is low ) ) ) ) ) ) ) 	3.7	3046
ENTAILMENT	 ( man:A_man ( is ( ( jumping off ) ( a ( low wall ) ) ) ) ) 	 ( man:A_man ( is ( jumping ( a wall ) ) ) ) 	4.2	3047
NEUTRAL	 ( man:A_man ( is ( jumping ( onto ( a ( low wall ) ) ) ) ) ) 	 ( man:A_man ( is ( standing ( in ( front ( of ( a wall ) ) ) ) ) ) ) 	3	3049
NEUTRAL	 ( man:A_man ( is ( jumping ( onto ( a ( low wall ) ) ) ) ) ) 	 ( man:A_man ( is ( jumping ( a wall ) ) ) ) 	4.4	3050
CONTRADICTION	 ( man:A_man ( is ( ( pouring oil ) ( into skillet:a_skillet ) ) ) ) 	 ( man:A_man ( is ( ( taking ( ( the oil ) out ) ) ( off skillet:a_skillet ) ) ) ) 	3.1	3054
ENTAILMENT	 ( man:A_man ( is ( oil:pouring_oil ( into ( a pan ) ) ) ) ) 	 ( man:A_man ( is ( oil:pouring_oil ( into ( a skillet ) ) ) ) ) 	4.5	3059
ENTAILMENT	 ( ( A man ) ( is ( talking ( to ( ( the woman ) ( who ( ( ( is ( seated ( beside him ) ) ) and ) driving:is_driving_a_car ) ) ) ) ) ) ) 	 ( ( A woman ) ( ( driving:is_driving_a_car and ) ( is ( talking ( to ( ( the man ) ( who ( is ( seated ( beside her ) ) ) ) ) ) ) ) ) ) 	4.3	3062
ENTAILMENT	 ( ( A woman ) ( ( ( is ( driving ( a car ) ) ) and ) ( is ( talking ( to ( man:the_man ( who ( is ( seated ( beside her ) ) ) ) ) ) ) ) ) ) 	 ( ( ( ( The woman ) and ) man:the_man ) ( are ( travelling ( by automobile ) ) ) ) 	4.2	3065
ENTAILMENT	 ( There ( is ( ( no woman ) ( ( ( driving ( a car ) ) and ) ( talking ( to ( man:the_man ( seated ( beside her ) ) ) ) ) ) ) ) ) 	 ( ( ( ( The woman ) and ) man:the_man ) ( are ( travelling ( by car ) ) ) ) 	3.8	3068
ENTAILMENT	 ( ( A man ) ( is ( talking ( to ( ( the woman ) ( who ( ( ( is ( seated ( beside him ) ) ) and ) ( is ( driving ( a car ) ) ) ) ) ) ) ) ) ) 	 ( ( ( ( The woman ) and ) ( the man ) ) ( are ( travelling ( by car ) ) ) ) 	4.2	3069
ENTAILMENT	 ( ( The person ) brushing:is_brushing_a_cat ) 	 ( ( A person ) brushing:is_brushing_a_cat ) 	5	3071
CONTRADICTION	 ( ( A person ) brushing:is_brushing_a_cat ) 	 ( Nobody brushing:is_brushing_a_cat ) 	3.6	3072
ENTAILMENT	 ( ( A person ) ( is ( combing ( ( the fur ) a:of_a_cat ) ) ) ) 	 ( ( ( The fur ) a:of_a_cat ) ( is ( being ( combed ( by ( a person ) ) ) ) ) ) 	4.9	3073
ENTAILMENT	 ( person:A_person ( is ( brushing cat:a_cat ) ) ) 	 ( person:A_person ( is ( combing ( ( the fur ) ( of cat:a_cat ) ) ) ) ) 	4.6	3079
NEUTRAL	 ( woman:A_woman ( is ( chopping broccoli ) ) ) 	 ( woman:A_woman ( is ( storing broccoli ) ) ) 	3.9	3081
NEUTRAL	 ( ( A woman ) ( is ( chopping broccoli ) ) ) 	 ( ( The woman ) ( ( is not ) ( chopping garlic ) ) ) 	3.1	3085
ENTAILMENT	 ( ( Three men ) dancing:are_dancing ) 	 ( ( A ( few men ) ) dancing:are_dancing ) 	4.5	3091
CONTRADICTION	 ( ( Three men ) ( are dancing ) ) 	 ( ( The men ) ( ( are not ) dancing ) ) 	3.6	3092
NEUTRAL	 ( ( Some women ) ( are dancing ) ) 	 ( ( The men ) ( ( are not ) dancing ) ) 	3	3094
NEUTRAL	 ( ( Three men ) dancing:are_dancing ) 	 ( ( Some women ) dancing:are_dancing ) 	3.5	3097
NEUTRAL	 ( man:A_man ( is ( flooring ( a ( sitting ( guitar player ) ) ) ) ) ) 	 ( man:A_man ( ( ( is ( sitting ( on ( the floor ) ) ) ) and ) ( is ( playing ( a guitar ) ) ) ) ) 	3.4	3100
NEUTRAL	 ( ( The man ) ( is ( pacing ( around room:a_room ) ) ) ) 	 ( ( A man ) ( is ( ( ( sitting ( on ( ( the floor ) ( in room:a_room ) ) ) ) and ) ( strumming ( a guitar ) ) ) ) ) 	2.5	3102
CONTRADICTION	 ( There ( is ( ( no man ) some:eating_some_food ) ) ) 	 ( ( A man ) ( is some:eating_some_food ) ) 	3.3	3110
ENTAILMENT	 ( ( The man ) eating:is_eating ) 	 ( ( The person ) eating:is_eating ) 	4.4	3111
CONTRADICTION	 ( ( A man ) ( is ( eating ( some food ) ) ) ) 	 ( ( The man ) ( is fasting ) ) 	4.2	3114
CONTRADICTION	 ( There ( is ( ( no woman ) ( ( an:using_an_eye_pencil and ) eye:applying_eye_liner_to_her_eyelid ) ) ) ) 	 ( ( A woman ) ( ( ( is an:using_an_eye_pencil ) and ) ( is eye:applying_eye_liner_to_her_eyelid ) ) ) 	3.8	3121
ENTAILMENT	 ( woman:A_woman ( ( ( is ( using ( an ( eye pencil ) ) ) ) and ) ( is ( ( applying ( eye liner ) ) her:to_her_eyelid ) ) ) ) 	 ( woman:A_woman ( is ( ( applying cosmetics ) her:to_her_eyelid ) ) ) 	4.4	3126
ENTAILMENT	 ( baby:A_baby ( is ( ( and:sneezing_and scaring ) baby:another_baby ) ) ) 	 ( baby:A_baby ( is ( ( and:sneezing_and frightening ) baby:another_baby ) ) ) 	4.9	3129
NEUTRAL	 ( baby:A_baby ( is ( ( ( sneezing and ) scaring ) baby:another_baby ) ) ) 	 ( baby:A_baby ( is ( cheering baby:another_baby ) ) ) 	3.3	3130
NEUTRAL	 ( baby:A_baby ( is ( crawling happily ) ) ) 	 ( baby:A_baby ( is ( cheering ( another baby ) ) ) ) 	2.7	3132
NEUTRAL	 ( baby:A_baby ( is sitting ) ) 	 ( baby:A_baby ( is ( ( ( sneezing and ) scaring ) ( another baby ) ) ) ) 	2.8	3134
CONTRADICTION	 ( monkey:The_monkey ( ( is n't ) martial:practicing_martial_arts ) ) 	 ( monkey:The_monkey ( is martial:practicing_martial_arts ) ) 	3.5	3140
NEUTRAL	 ( man:A_man ( is ( ( performing tricks ) ( with ( a ball:soccer_ball ) ) ) ) ) 	 ( man:A_man ( is ( ( running away ) ( from ( the ball:soccer_ball ) ) ) ) ) 	3.1	3150
NEUTRAL	 ( man:A_man ( is ( ( performing tricks ) ( with soccer:a_soccer_ball ) ) ) ) 	 ( man:A_man ( ( is powerfully ) ( kicking soccer:a_soccer_ball ) ) ) 	3.9	3153
ENTAILMENT	 ( ( A man ) ( is ( cutting ( a box ) ) ) ) 	 ( ( A box ) ( is ( being ( cut ( by ( a man ) ) ) ) ) ) 	4.9	3156
CONTRADICTION	 ( ( A man ) ( is a:cutting_a_box ) ) 	 ( There ( is ( ( no man ) a:cutting_a_box ) ) ) 	3.9	3157
ENTAILMENT	 ( ( The man ) cutting:is_cutting_the_tape_on_the_box ) 	 ( ( A man ) cutting:is_cutting_the_tape_on_the_box ) 	5	3158
NEUTRAL	 ( man:A_man ( is ( cutting ( ( the tape ) ( on ( the box ) ) ) ) ) ) 	 ( man:A_man ( is ( cutting ( a box ) ) ) ) 	3.9	3161
NEUTRAL	 ( ( The man ) ( ( is not ) ( cutting ( ( the tape ) ( on ( the box ) ) ) ) ) ) 	 ( ( A man ) ( is ( cutting ( a box ) ) ) ) 	3.1	3162
NEUTRAL	 ( ( A box ) ( is ( being ( cut ( by ( a man ) ) ) ) ) ) 	 ( ( The man ) ( is ( cutting ( ( the tape ) ( on ( the box ) ) ) ) ) ) 	3.4	3164
NEUTRAL	 ( ( The man ) ( is ( cutting ( ( the tape ) ( on ( the box ) ) ) ) ) ) 	 ( There ( is ( ( no man ) ( cutting ( a box ) ) ) ) ) 	3.7	3165
NEUTRAL	 ( ( A man ) ( is ( cutting ( a box ) ) ) ) 	 ( ( The man ) ( is ( cutting ( ( the tape ) ( on ( the box ) ) ) ) ) ) 	3.7	3166
CONTRADICTION	 ( There ( is ( ( no boy:young_boy ) a:playing_a_wind_instrument ) ) ) 	 ( ( A boy:young_boy ) ( is a:playing_a_wind_instrument ) ) 	4.3	3170
ENTAILMENT	 ( ( A man ) ( ( is slowly ) ( trekking the:in_the_woods ) ) ) 	 ( ( The man ) ( is ( hiking the:in_the_woods ) ) ) 	4.5	3182
CONTRADICTION	 ( ( A man ) ( is a:slicing_a_tomato ) ) 	 ( There ( is ( ( no man ) a:slicing_a_tomato ) ) ) 	3	3186
ENTAILMENT	 ( woman:A_woman ( is ( slicing carrot:a_carrot ) ) ) 	 ( woman:A_woman ( is ( cutting carrot:a_carrot ) ) ) 	4.9	3187
NEUTRAL	 ( woman:A_woman ( is ( ( putting away ) carrot:a_carrot ) ) ) 	 ( woman:A_woman ( is ( slicing carrot:a_carrot ) ) ) 	3.9	3188
NEUTRAL	 ( ( A woman ) ( is ( slicing ( a carrot ) ) ) ) 	 ( There ( is ( ( no man ) ( slicing ( a tomato ) ) ) ) ) 	2.1	3192
ENTAILMENT	 ( ( The woman ) ( is ( stirring in:meat_in_a_bowl ) ) ) 	 ( ( A lady ) ( is ( mixing ( ( a mixture ) ( of in:meat_in_a_bowl ) ) ) ) ) 	4.7	3200
CONTRADICTION	 ( ( The woman ) ( is ( stirring ( meat a:in_a_bowl ) ) ) ) 	 ( There ( is ( ( no lady ) ( mixing ( ( a ( meat mixture ) ) a:in_a_bowl ) ) ) ) ) 	4.1	3201
ENTAILMENT	 ( ( A lady ) ( is ( mixing ( ( a ( meat mixture ) ) a:in_a_bowl ) ) ) ) 	 ( ( The woman ) ( is ( stirring ( meat a:in_a_bowl ) ) ) ) 	4.6	3202
ENTAILMENT	 ( ( A lemon ) ( is ( being ( squeezed ( by ( a woman ) ) ) ) ) ) 	 ( ( A woman ) ( is ( squeezing ( a lemon ) ) ) ) 	4.9	3203
CONTRADICTION	 ( There ( is ( no ( woman ( ( ( squeezing juice ) out ) ( of lemon:a_lemon ) ) ) ) ) ) 	 ( ( A woman ) ( is ( squeezing lemon:a_lemon ) ) ) 	3.7	3208
NEUTRAL	 ( kitten:A_kitten ( is ( getting bored ) ) ) 	 ( kitten:A_kitten ( is ( playing ( with ( a ( blue ( rope toy ) ) ) ) ) ) ) 	2.6	3213
ENTAILMENT	 ( ( The ( little cat ) ) playing:is_playing_with_a_toy ) 	 ( ( The kitten ) playing:is_playing_with_a_toy ) 	4.8	3214
CONTRADICTION	 ( ( A kitten ) ( is ( playing ( with ( a ( blue ( rope toy ) ) ) ) ) ) ) 	 ( ( The kitten ) ( ( is not ) ( playing ( with ( a toy ) ) ) ) ) 	4	3217
ENTAILMENT	 ( ( A kitten ) ( is ( playing ( with ( toy:a_toy ( made ( of ( blue rope ) ) ) ) ) ) ) ) 	 ( ( The kitten ) ( is ( playing ( with toy:a_toy ) ) ) ) 	4.6	3218
ENTAILMENT	 ( boy:A_boy ( ( is fearfully ) across:walking_across_a_bridge ) ) 	 ( boy:A_boy ( is across:walking_across_a_bridge ) ) 	4.7	3221
ENTAILMENT	 ( man:A_man ( is ( slowly:walking_slowly ( across ( a ( rope bridge ) ) ) ) ) ) 	 ( man:A_man ( is ( slowly:walking_slowly ( across ( ( a bridge ) ( made ( of rope ) ) ) ) ) ) ) 	4.9	3223
NEUTRAL	 ( man:A_man ( is ( being ( stopped ( on rope:a_rope_bridge ) ) ) ) ) 	 ( man:A_man ( is ( ( walking slowly ) ( across rope:a_rope_bridge ) ) ) ) 	3.8	3224
NEUTRAL	 ( ( A man ) ( is ( ( walking slowly ) ( across ( a ( rope bridge ) ) ) ) ) ) 	 ( ( A boy ) ( ( is fearfully ) ( walking ( across ( a bridge ) ) ) ) ) 	3.4	3227
NEUTRAL	 ( There ( is ( ( no boy ) ( walking ( across ( a bridge ) ) ) ) ) ) 	 ( ( A man ) ( is ( ( walking slowly ) ( across ( a ( rope bridge ) ) ) ) ) ) 	2.7	3228
ENTAILMENT	 ( boy:A_boy ( is ( ( ( hanging ( a ( fishing rod ) ) ) and ) in:running_in_front_of_a_fish ) ) ) 	 ( boy:A_boy ( is ( ( ( hanging ( ( a rod ) ( for fishing ) ) ) and ) in:running_in_front_of_a_fish ) ) ) 	5	3230
NEUTRAL	 ( ( A boy ) running:is_running_away_from_the_fishing_line ) 	 ( ( A ( young man ) ) running:is_running_away_from_the_fishing_line ) 	4.1	3232
NEUTRAL	 ( boy:A_boy ( is ( ( running away ) ( from ( the ( fishing line ) ) ) ) ) ) 	 ( boy:A_boy ( is ( ( ( hanging ( a ( fishing rod ) ) ) and ) ( running ( in ( front ( of ( a fish ) ) ) ) ) ) ) ) 	3.6	3238
NEUTRAL	 ( animal:An_animal ( is resting ) ) 	 ( animal:An_animal ( is ( running ( in circles ) ) ) ) 	3.3	3242
NEUTRAL	 ( ( A squirrel ) ( is ( running circles:in_circles ) ) ) 	 ( ( An animal ) ( is ( ( running tiredly ) circles:in_circles ) ) ) 	3.9	3243
ENTAILMENT	 ( ( A woman ) ( is ( boiling eggs ) ) ) 	 ( Eggs ( are ( being ( boiled ( by ( a woman ) ) ) ) ) ) 	4.9	3248
NEUTRAL	 ( woman:A_woman ( is ( ( putting ( two eggs ) ) ( into ( ( a pot ) ( of water ) ) ) ) ) ) 	 ( woman:A_woman ( is ( boiling eggs ) ) ) 	4.2	3252
NEUTRAL	 ( woman:A_woman ( is ( taking ( ( ( two eggs ) out ) ( of ( ( a pot ) ( of water ) ) ) ) ) ) ) 	 ( woman:A_woman ( is ( boiling eggs ) ) ) 	3.9	3253
NEUTRAL	 ( Eggs ( are ( being ( boiled ( by ( a woman ) ) ) ) ) ) 	 ( ( A woman ) ( is ( ( placing ( two eggs ) ) ( into ( ( a pot ) ( of water ) ) ) ) ) ) 	4.1	3254
NEUTRAL	 ( woman:A_woman ( is ( ( placing ( two eggs ) ) ( into ( ( a pot ) ( of water ) ) ) ) ) ) 	 ( woman:A_woman ( is ( drying eggs ) ) ) 	3.5	3255
ENTAILMENT	 ( woman:A_woman ( is ( ( placing ( two eggs ) ) ( into ( ( a pot ) ( of water ) ) ) ) ) ) 	 ( woman:A_woman ( is ( boiling eggs ) ) ) 	4.2	3256
ENTAILMENT	 ( ( A man ) playing:is_playing_the_guitar ) 	 ( ( The man ) playing:is_playing_the_guitar ) 	5	3257
NEUTRAL	 ( man:A_man ( is ( playing guitar:the_guitar ) ) ) 	 ( man:A_man ( is ( dropping guitar:the_guitar ) ) ) 	3.2	3260
ENTAILMENT	 ( ( A man ) ( is ( playing ( the guitar ) ) ) ) 	 ( ( A guitar ) ( is ( being ( played ( by ( a man ) ) ) ) ) ) 	5	3261
NEUTRAL	 ( man:A_man ( is ( playing guitar:the_guitar ) ) ) 	 ( man:A_man ( is ( dropping guitar:the_guitar ) ) ) 	3.3	3262
CONTRADICTION	 ( ( A man ) playing:is_playing_the_guitar ) 	 ( Nobody playing:is_playing_the_guitar ) 	3.7	3264
NEUTRAL	 ( ( The ( soccer player ) ) ( ( is not ) ( kicking ( ( the ball ) ( between ( ( somebody 's ) legs ) ) ) ) ) ) 	 ( ( A person ) ( is ( kicking ( ( a ( soccer ball ) ) ( between ( their feet ) ) ) ) ) ) 	3.1	3271
ENTAILMENT	 ( ( The ( soccer player ) ) ( is ( kicking ( ( the ball ) ( between ( 's:somebody_'s legs ) ) ) ) ) ) 	 ( ( A person ) ( is ( kicking ( ( a ball ) ( for ( ( a ( soccer game ) ) ( between ( 's:somebody_'s feet ) ) ) ) ) ) ) ) 	4.2	3272
CONTRADICTION	 ( There ( is ( ( no person ) ( kicking ( ( a ( soccer ball ) ) ( between ( 's:somebody_'s feet ) ) ) ) ) ) ) 	 ( ( The ( soccer player ) ) ( is ( kicking ( ( the ball ) ( between ( 's:somebody_'s legs ) ) ) ) ) ) 	3.8	3273
NEUTRAL	 ( ( The ( soccer player ) ) ( is ( kicking ( ( the ball ) ( between ( ( somebody 's ) legs ) ) ) ) ) ) 	 ( ( A person ) ( is ( kicking ( ( a ( soccer ball ) ) ( between ( their feet ) ) ) ) ) ) 	3.9	3274
ENTAILMENT	 ( ( ( ( ( The boy ) , ) ( who ( is young ) ) ) , ) running:is_running_through_the_ocean_waves ) 	 ( ( The ( young boy ) ) running:is_running_through_the_ocean_waves ) 	5	3277
CONTRADICTION	 ( young:The_young_boy ( is through:running_through_the_ocean_waves ) ) 	 ( young:The_young_boy ( ( is not ) through:running_through_the_ocean_waves ) ) 	3.8	3278
ENTAILMENT	 ( ( ( ( ( The boy ) , ) ( who ( is young ) ) ) , ) ( is ( running ( through ocean:the_ocean_waves ) ) ) ) 	 ( ( A child ) ( is ( ( running ( ( in and ) out ) ) ( of ocean:the_ocean_waves ) ) ) ) 	4.4	3280
NEUTRAL	 ( ( A child ) ( is ( ( running ( ( in and ) out ) ) ( of ocean:the_ocean_waves ) ) ) ) 	 ( ( The ( young boy ) ) ( ( is not ) ( running ( through ocean:the_ocean_waves ) ) ) ) 	3.6	3281
ENTAILMENT	 ( ( The ( young boy ) ) ( is ( running ( through ( the ( ocean waves ) ) ) ) ) ) 	 ( ( A child ) ( is ( ( running ( ( in and ) out ) ) ( of ( ( the waves ) ( of ( the ocean ) ) ) ) ) ) ) 	4.5	3283
ENTAILMENT	 ( ( The ( young boy ) ) ( is ( running ( through ocean:the_ocean_waves ) ) ) ) 	 ( ( A child ) ( is ( ( running ( ( in and ) out ) ) ( of ocean:the_ocean_waves ) ) ) ) 	4	3285
ENTAILMENT	 ( ( A woman ) coating:is_coating_a_pork_chop ) 	 ( ( A cook ) coating:is_coating_a_pork_chop ) 	4.3	3286
CONTRADICTION	 ( ( A woman ) ( is ( coating pork:a_pork_chop ) ) ) 	 ( There ( is ( ( no ( woman coating ) ) pork:a_pork_chop ) ) ) 	3.7	3287
ENTAILMENT	 ( ( A woman ) ( is ( grating carrots ) ) ) 	 ( Carrots ( are ( being ( grated ( by ( a woman ) ) ) ) ) ) 	5	3288
NEUTRAL	 ( woman:A_woman ( is ( grating carrots ) ) ) 	 ( woman:A_woman ( is ( coating ( ( a pork ) chop ) ) ) ) 	2	3294
ENTAILMENT	 ( man:The_man_and_woman ( are strolling ) ) 	 ( man:The_man_and_woman ( are walking ) ) 	4.5	3298
CONTRADICTION	 ( man:The_man_and_woman ( ( are not ) walking ) ) 	 ( man:The_man_and_woman ( are walking ) ) 	2.8	3299
NEUTRAL	 ( ( ( ( A man ) and ) ( a woman ) ) ( are ( ( standing still ) ( in ( the woods ) ) ) ) ) 	 ( ( The ( ( man and ) woman ) ) ( are walking ) ) 	3.2	3303
ENTAILMENT	 ( ( A man ) ( is ( ( walking ( a woman ) ) ( through ( the woods ) ) ) ) ) 	 ( ( The ( ( man and ) woman ) ) ( are walking ) ) 	4	3304
NEUTRAL	 ( ( The ( south ( African plane ) ) ) ( ( is not ) ( flying ( in ( a ( blue sky ) ) ) ) ) ) 	 ( ( An airplane ) ( is ( flying ( through ( the air ) ) ) ) ) 	2.7	3311
NEUTRAL	 ( ( The ( south ( African plane ) ) ) ( is ( flying ( in ( a ( blue sky ) ) ) ) ) ) 	 ( ( An airplane ) ( is ( being ( stationed ( on ( the ground ) ) ) ) ) ) 	2.3	3313
ENTAILMENT	 ( ( The ( south ( African plane ) ) ) ( is ( flying ( in ( a ( blue sky ) ) ) ) ) ) 	 ( ( An airplane ) ( is ( flying ( through ( the air ) ) ) ) ) 	3.9	3314
CONTRADICTION	 ( There ( is ( ( no woman ) a:cooking_a_breaded_pork_chop ) ) ) 	 ( ( A woman ) ( is a:cooking_a_breaded_pork_chop ) ) 	3.4	3316
NEUTRAL	 ( woman:The_woman ( is ( chopping ( ( ( some bread ) and ) ( fried pork ) ) ) ) ) 	 ( woman:The_woman ( is ( frying ( a ( breaded ( pork chop ) ) ) ) ) ) 	2.9	3319
NEUTRAL	 ( ( A woman ) ( is ( cooking breaded:a_breaded_pork_chop ) ) ) 	 ( ( The woman ) ( ( is not ) ( frying breaded:a_breaded_pork_chop ) ) ) 	4	3321
CONTRADICTION	 ( There ( is ( ( no woman ) ( cooking breaded:a_breaded_pork_chop ) ) ) ) 	 ( ( The woman ) ( is ( frying breaded:a_breaded_pork_chop ) ) ) 	3.7	3324
ENTAILMENT	 ( ( The woman ) ( is ( frying breaded:a_breaded_pork_chop ) ) ) 	 ( ( A woman ) ( is ( cooking breaded:a_breaded_pork_chop ) ) ) 	4.7	3325
NEUTRAL	 ( man:The_man ( is ( slicing bread ) ) ) 	 ( man:The_man ( is ( ( putting away ) ( the bread ) ) ) ) 	3.1	3327
CONTRADICTION	 ( woman:The_woman ( is herbs:slicing_herbs ) ) 	 ( woman:The_woman ( ( is not ) herbs:slicing_herbs ) ) 	3.8	3329
NEUTRAL	 ( ( The man ) ( is ( slicing bread ) ) ) 	 ( ( A woman ) ( is ( slicing herbs ) ) ) 	2.4	3330
NEUTRAL	 ( Bread ( is ( being ( sliced ( by ( the man ) ) ) ) ) ) 	 ( ( The woman ) ( is ( slicing herbs ) ) ) 	1.8	3332
NEUTRAL	 ( man:A_man ( is ( standing a:on_a_roof ) ) ) 	 ( man:A_man ( is ( dancing a:on_a_roof ) ) ) 	3.8	3336
NEUTRAL	 ( ( A ( top ( violin player ) ) ) ( is ( standing ( on ( ( the roof ) ( over ( a man ) ) ) ) ) ) ) 	 ( ( A man ) ( is ( ( ( standing ( on ( a ( roof top ) ) ) ) and ) ( playing ( a violin ) ) ) ) ) 	3.6	3339
NEUTRAL	 ( man:A_man ( is ( ( ( standing ( on ( ( the top ) ( of roof:a_roof ) ) ) ) and ) ( playing ( a violin ) ) ) ) ) 	 ( man:A_man ( is ( dancing ( on roof:a_roof ) ) ) ) 	3.2	3340
NEUTRAL	 ( ( A man ) ( is ( dancing ( on ( a roof ) ) ) ) ) 	 ( ( A ( top ( violin player ) ) ) ( is ( standing ( on ( ( the roof ) ( over ( a man ) ) ) ) ) ) ) 	2.7	3342
ENTAILMENT	 ( man:A_man ( is ( ( ( standing ( on ( a ( roof top ) ) ) ) and ) ( playing ( a violin ) ) ) ) ) 	 ( man:A_man ( is ( standing ( on ( a roof ) ) ) ) ) 	4	3344
NEUTRAL	 ( man:A_man ( is ( dancing ( on ( a roof ) ) ) ) ) 	 ( man:A_man ( is ( ( ( standing ( on ( a ( roof top ) ) ) ) and ) ( playing ( a violin ) ) ) ) ) 	3	3345
NEUTRAL	 ( Someone ( is writing ) ) 	 ( Someone ( is typing ) ) 	3.7	3346
CONTRADICTION	 ( There ( ( is ( no one ) ) typing ) ) 	 ( Someone ( is typing ) ) 	4	3347
NEUTRAL	 ( Someone ( is ( ( putting away ) keyboard:a_keyboard ) ) ) 	 ( Someone ( is ( typing ( on keyboard:a_keyboard ) ) ) ) 	3.315	3349
NEUTRAL	 ( Someone ( is typing ) ) 	 ( Someone ( is ( ( putting away ) ( a keyboard ) ) ) ) 	2.9	3351
CONTRADICTION	 ( There ( ( is ( no one ) ) typing ) ) 	 ( Someone ( is ( typing ( on ( a keyboard ) ) ) ) ) 	2.7	3353
ENTAILMENT	 ( ( A woman ) ( is ( peeling ( a potato ) ) ) ) 	 ( ( A potato ) ( is ( being ( peeled ( by ( a woman ) ) ) ) ) ) 	4.9	3357
NEUTRAL	 ( woman:A_woman ( is ( peeling potato:a_potato ) ) ) 	 ( woman:A_woman ( is ( ( putting away ) potato:a_potato ) ) ) 	3.3	3358
ENTAILMENT	 ( ( A potato ) ( is ( being ( peeled ( by ( a woman ) ) ) ) ) ) 	 ( ( A woman ) ( is ( peeling ( a potato ) ) ) ) 	5	3359
CONTRADICTION	 ( ( A woman ) ( is a:peeling_a_potato ) ) 	 ( There ( is ( ( no woman ) a:peeling_a_potato ) ) ) 	3.4	3362
ENTAILMENT	 ( Someone ( is ( cleaning animal:an_animal ) ) ) 	 ( Someone ( is ( cleansing animal:an_animal ) ) ) 	4.5	3366
CONTRADICTION	 ( Someone ( is ( cleaning animal:an_animal ) ) ) 	 ( Someone ( is ( dirtying animal:an_animal ) ) ) 	3.4	3367
